country	institution	id	group	country_cd
Algeria	École Nationale de Management et de l'Administration de la Santé	9d6f1d259dbbbc27aed58ac09017c1a2	assistant_prof	code_1
Republic of Korea	Hanmin University	a44f2cab8f5b01b55c07ce33cc3998be	PostDoc	code_4
United Kingdom of Great Britain and Northern Ireland	Cancer Research UK Clinical Trials Unit	43caf6eb9ef04b388e11027e0b87d80f	prof	code_5
France	Conseil Départemental des Vosges	71326db551409f82d138c82625ca4df7	prof	code_2
France	Observatoire Français de la Sclérose en Plaques	ec9790de09c503fc4ab6d98da564af8f	PostDoc	code_2
Canada	Centre de Recherche Industrielle du Québec	ca73295c3667290a623556f7c037ed69	prof	code_1
Canada	Olivieri Foods	b8f9045bec616279050c4e0d5471531e	PostDoc	code_1
Belgium	Physiol (Belgium)	37e33c8719f8c14913284a75343ee2aa	PhD	code_1
Morocco	École Supérieure d'Informatique Appliquée à la Gestion	d248477de2940f71d91f7d4eb6133da0	PostDoc	code_4
Czechia	Al Invest (Czechia)	9b958dae57a0359f5352dea8f7557ae6	PostDoc	code_2
Slovakia	Ultrazvuk (Slovakia)	d10af49fdc9abef9568e9f98cf9761ec	prof	code_5
Italy	University of Gastronomic Sciences	d00b95de940595cabb194a7c9e9955c5	assistant_prof	code_3
India	Gurukul Kangri Vishwavidyalaya	2bed07b829f2ce61668b9900dd65ebdf	PostDoc	code_3
Spain	Lear (Spain)	30eecfc9cf3e25ce087f4345593d15e7	PostDoc	code_5
France	French Infrastructure for Integrated Structural Biology	54f0b9a276299b6980bb6cce035f21a9	PhD	code_2
Hungary	Franz Liszt Academy of Music	aa06923a0c4ca975b9a15d98e53545fd	assistant_prof	code_3
Japan	Tokiwa University	934193a370ff78d7a7ffef25fc25f449	prof	code_3
Canada	Institute of Gender and Health	cf1581e139f557331d9f00867cec3242	PhD	code_1
Canada	McCord Museum	f49e1045be4f8546cc836e066a20d999	prof	code_1
Mexico	Benito Juárez Autonomous University of Oaxaca	8f7c80112b3c3dac29290b0e4383a00a	PhD	code_3
Canada	Deer Lodge Centre	57b3f3ce95a3fa3e662b53e3bbc093fa	prof	code_1
Canada	Fife House	9cf3e7949950f4051950d2cc13562be9	prof	code_1
Spain	Consorcio Regional de Transportes de Madrid	99b212503263a4ec792eb271fee19ef4	PhD	code_5
Slovakia	Nemocnica Malacky	b56e866a262651c5cdc722d6eb684dfc	assistant_prof	code_5
France	Cancéropôle Nord-Ouest	1a9d367c8a82f1c0804b805e7651a563	PostDoc	code_2
China	LipidALL Technologies (China)	8bae3abb02e45f341f0eff3c3d2fecc4	assistant_prof	code_1
Switzerland	Kantonsspital Frauenfeld	7c525f827a5cbfdf1fbc56072a8b2408	PhD	code_5
Japan	Kanagawa Prefectural Hospital Organization	99be146279cd8be74828d14a524f7fad	PostDoc	code_3
United Kingdom of Great Britain and Northern Ireland	Elmleigh Hospital	503482943aa99f5dee9442857b87e6d2	PostDoc	code_5
Spain	Instituto de Biología Funcional y Genómica	7aad4d3d7def24a8bc0a256a6132cad2	assistant_prof	code_5
Mexico	University of Monterrey	7af01ef2e953b755dfa6e274b779ff95	assistant_prof	code_3
Mexico	El Colegio de Sonora	dd74014ab64c39b1cf8cb6e837d48ef1	assistant_prof	code_3
United Kingdom of Great Britain and Northern Ireland	Imperial Innovations (United Kingdom)	8a474c7e21f090909de8072ca6c52608	PhD	code_5
United Kingdom of Great Britain and Northern Ireland	Environmental Information Data Centre	d8d2d1ede4791a0ef4832e665b22966b	assistant_prof	code_5
Denmark	Center for Clinical & Basic Research	deae5ff04d94645c9ff3d67e53b64da7	PostDoc	code_2
United Kingdom of Great Britain and Northern Ireland	Bard (United Kingdom)	15b53c2a8072ef6ab3b7d0f1b037e4a5	prof	code_5
United Kingdom of Great Britain and Northern Ireland	Refugee Action	1b8c8edea89ca0d68cbd21e58749c26c	prof	code_5
Ukraine	Ukrainian State University of Railway Transport	daf72d25e97b7ea0a01bc419433b530c	prof	code_5
Colombia	Colombian Geological Survey	dc5945c19b7c2b042fe5a43136b83ec7	assistant_prof	code_2
United Arab Emirates	Emirates Metrology Institute	419603bd82d7ce78485235aeec49bd0f	PhD	code_5
Lebanon	Modern University for Business and Science	4b5aabe8784573bdee9f45f415b9e8de	PostDoc	code_3
Belgium	Applica Sprl	d1d926d736682e83c3e46caa89764eac	PhD	code_1
Republic of Korea	Labor Welfare Corporation	dcada54e0acd7fd0ae57e2f01c7bfaa1	prof	code_4
India	Spectrum Healthcare	214e845ced6b840deb3ea0369badefe5	PhD	code_3
China	Renmin University of China	5c91b3edb81b800f1c12829c7c63f065	assistant_prof	code_1
India	Apollo KH Hospital	e9beecd14c34f9292a7bdf7875582362	PostDoc	code_3
China	Xi'an Shiyou University	ae224be3271bcfb5e23d2c541609c51e	assistant_prof	code_1
Sweden	Absolicon Solar Collector (Sweden)	568984864e76ec8b58f891ef6828f2e0	PhD	code_5
Germany	Berlin Central and Regional Library	4bf48feed40d0d0739e309e7dcc0cd6d	prof	code_2
India	K.S. Rangasamy College of Technology	b5f655906a46671967e2562ced6c97e9	assistant_prof	code_3
Canada	Quadrise Canada Corporation (Canada)	8c7a2f42d820a853fefceac6ce47024d	prof	code_1
Iran (Islamic Republic of)	Islamic Azad University, Mashhad	249c81f97f8fae4c99bbea27e42c8583	prof	code_3
Poland	Warszawska Szkoła Zarządzania - Szkoła Wyższa	6e28595b0da8e47e1117e9d87f8ccec2	PostDoc	code_4
United Kingdom of Great Britain and Northern Ireland	Miba (United Kingdom)	672f1740f6e4219639ff5b2e600aef9d	assistant_prof	code_5
Norway	Maritime Suppliers (Norway)	594a318e6be1ec9ab23af190bd50dab8	PhD	code_4
China	North China Research Institute of Electro-optics	9afe55e99d7afe37da01d56ee143e154	prof	code_1
Japan	Epson Information Technology College	6d92c4fb3c8c7d1fe55b2cb0e81b60f4	PostDoc	code_3
Taiwan (Province of China)	Paochien Hospital	4e1c96b11f245d9fd015b50933b28fb7	PostDoc	code_5
Japan	Iwate Agricultural Junior College	81472a0e26c5b17708829d5da7202b96	prof	code_3
Ecuador	Universidad Estatal de Milagro	50ed64c1b4f04911f1eda56aa986053e	PostDoc	code_2
Netherlands	MSD (Netherlands)	b9a409551c23d824e9bed449e066aee0	prof	code_4
Morocco	Institut des Hautes Études de Management	ce83f4bc9b4d89c398e2b322da575ee2	assistant_prof	code_4
United Kingdom of Great Britain and Northern Ireland	Department of Finance	4f15200bc42e5ba711058b61ea2a700b	prof	code_5
Russian Federation	Kabardino-Balkarian Scientific Center	3e7d85fefe95c4d8eeaeed904468c410	PhD	code_4
Canada	Canadian Association of University Teachers	eeeafc39f5508156ff16dcc1dd4b4f0c	prof	code_1
Norway	Norsk Skogmuseum	0ceaa47933010eeef5d808ca1648fcbd	PhD	code_4
Algeria	National School of Built and Ground Works Engineering	7ba9873488f67170e1c9b04a86ff8551	assistant_prof	code_1
France	Medicrea (France)	8f8194e0a0d4ec9ad8fee26d398a6961	PostDoc	code_2
China	Shanghai Xiandai Architectural Design	8172496084254374fdf08361ee018f6e	assistant_prof	code_1
Poland	Research and Development Centre for Wood-Based Panels	1ce720954c5bf6d613c90ac44f64bb02	PhD	code_4
Serbia	Institute of Virology, Vaccines and Sera “Torlak”	509a4515956aabce6a426bcf3388ba67	assistant_prof	code_4
Poland	MPTS (Poland)	84ee1a02f9c2c94719f3a2fd8d725ec5	assistant_prof	code_4
Germany	Hochschule für bildende Künste	6e77d6ee2bd97b6aa27b3b1b0689a4b3	PostDoc	code_2
India	Biocon (India)	339bc9b9d049b606caa881cf4eb9741d	PostDoc	code_3
Argentina	Universidad Isalud	cb4d8e0522afefc6ff95a3fbfcc59ed4	PostDoc	code_1
Czechia	Mendel University in Brno	b105f93066f9a20578caa8e1752c7fc6	prof	code_2
Germany	ForWind Zentrum für Windenergieforschung	e2ad3561f585ba3cf54fa42bdb9922b5	PhD	code_2
China	Changchun Discovery Sciences (China)	0de591274b6fc975567297ca7c321af3	assistant_prof	code_1
Switzerland	Aebli-Näf-Stiftung	8581b6172b9c3c78675b71db2560b128	PhD	code_5
Egypt	Electronics Research Institute	69117eecd4522df4d1325cf0315e382e	prof	code_2
Republic of Korea	Kyungdong University	806fca2fa7243174a2a7b93ad8190e59	PostDoc	code_4
Ireland	Nokia (Ireland)	6704e87a09876f671ef4899a62bd18c9	PhD	code_3
India	Indian Institute of Technology Gandhinagar	3b5d783845ed83be34b0a9895088bb1d	assistant_prof	code_3
United Kingdom of Great Britain and Northern Ireland	Hamamatsu Photonics (United Kingdom)	7c4f7f250a8750dad66c10665393e2fe	prof	code_5
United Republic of Tanzania	Tanzania Women Research Foundation	e876237be6a04833f21fe4e79a2cf3c3	assistant_prof	code_5
India	Voluntary Health Association Of India	c65753125f8d07492342de36ea088956	prof	code_3
Finland	Meaning Processing (Finland)	df067f181545423ea2bb4036df3a4b02	assistant_prof	code_2
Norway	Joma International (Norway)	316f88b76c8e0a033badeab66c8100f4	prof	code_4
United Kingdom of Great Britain and Northern Ireland	John Innes Foundation	226c17204526e9e86a1f685f659f4274	assistant_prof	code_5
Italy	United Nations System Staff College	c934c3d49c60598b05950c34246f8aa2	assistant_prof	code_3
United Kingdom of Great Britain and Northern Ireland	Severn Glocon Group (United Kingdom)	527f187ce7913a0be7fd07dba18a4421	PostDoc	code_5
India	Balaji Dental & Craniofacial Hospital	9cd467b299e068e2e2674b9201a823ce	assistant_prof	code_3
Albania	University of Elbasan	51e7a4a865bbc0561bdae20d2d7c3ddc	assistant_prof	code_1
Austria	Austrian Institute of Historical Research	bcb42a2fe1e15f96d1f1ffea6cda5edc	assistant_prof	code_1
China	Axiom (China)	691771124cb1bda0da2d778731da7ad0	PhD	code_1
Netherlands	Stichting Hout Research (Netherlands)	f53faba0f5f22ea93d1419cc77b5b0c3	assistant_prof	code_4
Sweden	Katam (Sweden)	470cb61f06145656c623ac640404c5a0	assistant_prof	code_5
Italy	Ospedale San Donato	99cd8df26f73f75ef4f156b03d6b4886	assistant_prof	code_3
Japan	JA Shizuoka Koseiren ENSHU hospital	a69c4d83a5242495fb9e5088b512ff04	assistant_prof	code_3
Norway	Capwell (Norway)	a898d356baef29eb25ae8316a85ddb61	PhD	code_4
Italy	MBN Nanomaterialia (Italy)	0a7a77a3d7176eb951d05a03e70a95eb	assistant_prof	code_3
United Kingdom of Great Britain and Northern Ireland	Alzheimer’s Research UK	c5d6c092acd9f837ac6b67fe1d0c2d36	PhD	code_5
Netherlands	Nuclear Research and Consultancy Group	53319edbb8f3b09b7391323520083b64	prof	code_4
Germany	Nephrologisches Zentrum Goettingen	422e4a08029333fa1c961c9889b233e4	assistant_prof	code_2
Switzerland	European Organization for Nuclear Research	dd297f2d2f4c8e19ef049e23ed9e3bee	prof	code_5
India	Niloufer Hospital	4dfa042d61a8bb596506abe0e0ce2417	assistant_prof	code_3
Cambodia	Cambodian Institute for Cooperation and Peace	d2505975ccaf97f8f1111717f6b56acc	PhD	code_1
Czechia	Brantner Walter (Czechia)	8d8d7cf16a72fbd145c5be7447fa6ea8	PhD	code_2
Switzerland	Bank for International Settlements	cc2cc3314685d128e8e9a7a73ec65270	PhD	code_5
Japan	Accretech (Japan)	6acd9b66ddd2b4c750c4d7446afe5cde	PostDoc	code_3
Australia	Kimberley Aboriginal Medical Services	9d920e2b044e7b77cd849cd00fdb2896	PostDoc	code_1
Taiwan (Province of China)	ON Semiconductor (Taiwan)	9fc19629bac8ce87ad175d3cc5a5d815	assistant_prof	code_5
Poland	Ekopoz (Poland)	b34d170fa425337e2d34a2e883805112	PostDoc	code_4
France	Anthogyr (France)	0d6afd004d3160dcdffa600fa8826987	prof	code_2
Italy	Istituto Nazionale Genetica Molecolare	04d0c477e2d807de3bd451eb5f54485b	assistant_prof	code_3
Norway	Norwegian Institute of Local History	019013b23787b0f1902075ab014cb486	PhD	code_4
Ghana	Ghana Institute of Management and Public Administration	0dc31a78a2f3b4cd2917e7e8cae60b13	assistant_prof	code_2
Italy	Tele-Rilevamento Europa (Italy)	c432db7f5557a2a3372cf6b3c4429541	assistant_prof	code_3
Czechia	Termosondy Kladno (Czechia)	4d7756d685369bffed5d058922d8b9aa	assistant_prof	code_2
United Kingdom of Great Britain and Northern Ireland	Henry Moore Foundation	82949e2af4b8d88d6451840157f8d014	PhD	code_5
United Kingdom of Great Britain and Northern Ireland	Victoria Community Hospital	66bd3a029bc756dcfca5e60d2e9702cc	assistant_prof	code_5
Russian Federation	Research Institute of Semiconductor Devices	0fbd112be3eb1eab88113004152d0654	PostDoc	code_4
Germany	Universitäts Hautklinik Kiel	cb64a7c24593b4889d0046a28553e944	PostDoc	code_2
Czechia	Biodegradace (Czechia)	0cb1832fbfbc09cb3b9718e4b36015f6	prof	code_2
Germany	Schmid (Germany)	360f77110690b0ff85a3a8f241ac4f03	PostDoc	code_2
Greece	Aratos Technologies (Greece)	9feefb865c6303e34ea5d4d4643f543d	prof	code_2
Netherlands	SolMateS (Netherlands)	613afb062259296c9712925f07567694	assistant_prof	code_4
Spain	Institut Català de Traumatologia i Medicina de l'Esport	1d6aa3663fcdd9b6635f3feb434bd1eb	assistant_prof	code_5
Peru	Universidad Nacional de Jaén	c3891615c3a2cc7364995b487280844f	PhD	code_4
United Kingdom of Great Britain and Northern Ireland	Gwynedd Council	b786c6583604b0182145b669b267c9bf	prof	code_5
China	BGI Genomics	7667c1ace37cd9066093061d07e838af	assistant_prof	code_1
Russian Federation	Irkutsk State Linguistic University	4648408772e7a49c8f1dc7747d3f8d42	PhD	code_4
Spain	Hospital Infantil La Paz	5a59cf2da38e2bb55325da6c1b205156	PostDoc	code_5
United Arab Emirates	EBTIC	1b7a64430530b907efa4d24a97d3a708	assistant_prof	code_5
Switzerland	European Academy of Allergy and Clinical Immunology	015a40d874413072d4ade6518446cd51	prof	code_5
Japan	Shiga University	7ad084df7cb122321544141660bd6c1a	PhD	code_3
Nepal	Child Watabaran Center	3173cb88df1d5188ccddd64ce4b7e10c	assistant_prof	code_4
Iran (Islamic Republic of)	Dezful University of Medical Sciences	64da00325c8714441edb71d144011dff	prof	code_3
Poland	Center for Theoretical Physics	f9af3c9a6790c1eb92fd9d2a96c91d27	prof	code_4
United Republic of Tanzania	Public Health Laboratory Ivo de Carneri	c0b3444ac0cb321a69170392e91c0c8b	PostDoc	code_5
China	Gansu Great Wall Electrical and Electronics Engineering Research Institute	2442e8fb9c92759ad9f308fc9d95b187	PhD	code_1
Finland	Kanta-Hämeen Keskussairaala	35f1e5fa3a6d7646d281a9f69ea40a55	assistant_prof	code_2
Australia	Central Queensland University	5715bcb8b7e375cd57bcc2dbc47bf127	assistant_prof	code_1
Netherlands	Islamic University of Rotterdam	3c1c371fb1e6999f39af16d83a7c6e13	prof	code_4
Germany	GSI Helmholtz Centre for Heavy Ion Research	fa1d6064ce1890dd40c3e3c70d0cb703	PostDoc	code_2
Belgium	KU Leuven	f4baa5e19b3ee3d61d69825a01231ef8	assistant_prof	code_1
India	Tata Trusts	772d302b2b435c507aa30f7a23a8e79f	PostDoc	code_3
Czechia	K Profi (Czechia)	f2005dacd19e3c0bede77539f44c98ee	PostDoc	code_2
France	Laboratoires d'Anjou (France)	e1215e398ed807a1d21954d34ce6be00	PhD	code_2
China	Jiangning District of Nanjing Chinese Medicine Hospital	81e92fe8ca8d3ddd5bca361c9329a232	assistant_prof	code_1
Japan	Shizuoka University of Welfare	eb482aa8f26e73ff5d4a006ba3f36e45	PostDoc	code_3
Germany	European X-Ray Free-Electron Laser	3dbee325c93ba2dff79b824c2c7c74de	prof	code_2
China	Qihe People's Hospital	3daceac67cf09cca5155cd3efd70288a	assistant_prof	code_1
Germany	United Technologies (Germany)	d478eb653e5798231fb211666dcc1541	prof	code_2
Russian Federation	Izhevsk State Agricultural Academy	5c4d7bc17917017d370f4090f0830d11	PostDoc	code_4
Russian Federation	Russian State University of Cinematography named after SA Gerasimov	0cf52fbd935ae3760bc1218ac488f59a	PhD	code_4
United Kingdom of Great Britain and Northern Ireland	Leeds Beckett University	0d359f00332bf1811cedbd5ed84c66f0	prof	code_5
France	School of Business and Management	65e946a2b0e74d81c5f0b50fdce9e07e	prof	code_2
Germany	Certmedica (Germany)	b65be83b40fb68df686dfcecad684de3	assistant_prof	code_2
Italy	Ospedale Santa Maria Annunziata	cf20db65bf1716b2deec448a72ce2068	PostDoc	code_3
Czechia	Turnex (Czechia)	fafdce2ae968178f123644904a71e468	PostDoc	code_2
Brazil	Centro Universitário da Fundação Educacional Guaxupé	357024650859365844ceae3f91c9ef34	assistant_prof	code_1
Nigeria	Caleb University	3cec75587352e6563b11b12dc5c7e4ba	PostDoc	code_4
China	Institute of Automation	1a091a8074aa8a313b4846a7d25c27a6	PostDoc	code_1
Canada	Bow Valley College	ac9440896e2608004873d31f0c06b7e4	prof	code_1
Belgium	Physiol (Belgium)	4f803a62163ddda0c2e8cca3ebd1785c	PhD	code_1
Canada	British American Tobacco (Canada)	96c09c17031c4a55729f7219ac9cfcbe	PostDoc	code_1
Germany	Walter Eucken Institut	73cb2e70e953e70808bae5794b793172	PostDoc	code_2
Slovakia	Ocná klinika	50a0c9e035c400b9807ae3134598f02b	prof	code_5
India	National Power Training Institute	feecfb06f57fd4fde372f6549be75ebd	PhD	code_3
Germany	Lesswire (Germany)	d0f946ecba1e6468cfffad3759af9ebf	assistant_prof	code_2
Republic of Korea	Seoul Viosys (South Korea)	6ba3b0412130ffb9e430993faf9ca30f	prof	code_4
China	Shanghai Institute of Technical Physics	5978dcfb4dfa2c1a6bafde4532a814e5	PhD	code_1
Japan	National Research Institute for Earth Science and Disaster Prevention	f3ff2a731e94be7f12681188731adff8	PhD	code_3
Romania	Median Research Centre	953925d53b509f16b3acd91c9e567f00	assistant_prof	code_4
Japan	Kobayashi Foundation for Cancer Research	200c6a999651fe89ef779e0910f618ea	assistant_prof	code_3
Czechia	Nemocnice Šternberk	4e56b6aa59889b1cb8b5b5acfc083970	prof	code_2
Brazil	Federal Institute of Pernambuco	a67ce1699a10c2edc564e732032cafc9	prof	code_1
China	Nanjing Institute of Environmental Sciences	8ab57d84cde9fa313150dcc3ee1061f5	assistant_prof	code_1
Germany	Institut Dr Schrader Creachem	5d7295960cdf2a19e71bf9f4aa5d3be1	assistant_prof	code_2
China	Chongqing Municipal Health and Family Planning Commission	a6c00259b55d9051df3d40a10285aa37	PhD	code_1
South Africa	Central University of Technology	3d213a66ddb47031a4778bd5653585ad	assistant_prof	code_5
India	P. D. Hinduja Hospital and Medical Research Centre	8ff80a2671cabadba9fa6024768a4c6e	PhD	code_3
Thailand	Phuket Rajabhat University	f33380235980a3a5149ccff526dc29c3	PostDoc	code_5
Japan	Mishima Kaiun Memorial Foundation	4235f12bbab43d8c12ec897b57865572	assistant_prof	code_3
Brazil	Federal Center for Technological Education Celso Suckow da Fonseca	16084e47b33126e0d8f7b682bf572ce6	PhD	code_1
France	Laboratory for Materials and Construction Works Durability	9e417edeecd07a490e148087db9e1dcd	PostDoc	code_2
Indonesia	Jakarta State Polytechnic	1d222dc0fdd9b70469a1b16c9b0c9983	assistant_prof	code_3
